1.465984435326037172e+00 3.289659128564236923e+00 1.394828070427474032e+00 1.150704588682831542e-01 -4.334862584232900495e+00 1.973430525182221729e+00 6.641355584733688033e-01 -2.835510418352623851e+00 4.057084917013455083e+00 4.457435366254484777e+00 3.180803085173542044e+00 -3.545223120468154576e+00 1.399803071031351820e+00 4.791268234252539671e+00 9.385209969583172551e-01 -2.050995910660442068e+00 -1.449257153451080082e+00 -1.599169566780529017e+00 -2.624374471805328568e-01 5.421253422228087260e-01
4.520074332531196504e-01 -4.409863168232687869e+00 -3.903692104625456238e+00 -2.213793751562835421e+00 4.395809574004822196e+00 -3.590262723393588207e+00 3.386176128247216255e+00 2.339015849549585191e+00 1.068553761484615450e+00 2.156182768802782590e+00 2.651072935746564774e+00 -3.069405189594387462e+00 -3.777462597004359601e+00 3.557669936535782895e+00 -3.102621251401931346e+00 2.877684142720110749e+00 3.873479085049595483e+00 1.291231169589690531e+00 1.000561554256945485e+00 1.703591465174104869e+00
1.280760692956949498e+00 -8.402049785129479531e-01 3.347567015978000882e+00 4.470797493017009572e+00 -1.221286964406320674e+00 -4.871314464458356142e+00 -1.591016370652073686e+00 -3.230122598440745563e-01 1.394274115983139772e+00 -4.030844070350218189e+00 2.140068148636427026e-01 4.201285518812110098e-01 -3.985065643544903669e+00 1.558639648852622628e+00 -3.151973280207424288e+00 2.478311643085914895e+00 1.752275804409575422e+00 -2.480966004828076166e+00 -2.284425448948686821e+00 1.848440157020143637e+00
-2.419164540394061369e+00 -4.861613677934650823e-01 -9.507734238186262843e-01 3.243574950544127589e+00 -6.630530934791325492e-01 -8.866646783903116003e-01 -1.740120931935554172e+00 -3.757501237025728358e+00 -1.780067116767136692e+00 4.890448938297081938e+00 1.417987885330206588e+00 -1.743920640644187614e+00 3.309195143540256012e+00 9.125650750705087688e-01 1.118579908089058605e+00 2.216234492640340115e+00 -2.667902067973724201e+00 2.057367702620047645e+00 -4.255575671454257858e+00 3.471574513995561162e+00
4.909928332057127420e+00 -3.969740231494567340e-01 -1.571697546316018546e+00 -3.092613456571239983e+00 -2.364175883758130592e+00 -1.705608179823183690e-01 1.982719969912634994e+00 -2.088831719054612179e+00 4.778342516368546455e+00 -1.237076924422749080e+00 -3.100052116900621435e+00 3.751803945011975117e+00 -1.545102399458881504e+00 -2.504983552281867532e-01 4.848046359006980666e+00 2.950119292460753329e-01 -4.181584284034483900e+00 3.082847780043053376e+00 -4.655730696624330811e+00 -1.749606692345530679e+00
-2.791272981876367965e+00 2.782337435067328890e+00 3.947356584578500360e+00 -6.275880346176245794e-01 1.777697550793964076e+00 3.958321787466598352e+00 -1.636655398452313115e+00 3.580042248992674203e-01 3.359387717062226386e+00 -3.896844717569957872e+00 -8.072805493456511883e-01 3.740647903245015726e+00 4.385633262177666580e+00 4.030687918976054718e+00 4.071338042675868962e+00 -1.633237289913464618e+00 -4.477435775887826708e+00 -2.578547404189571957e+00 1.118746421381389133e+00 -5.058482176723790857e-01
2.110568373102417183e-02 4.193548092928129023e+00 -1.921639806406223894e+00 -1.908988268196380567e+00 4.423300494445086883e+00 -2.832989415527419119e+00 -8.587422307026049140e-02 2.384087219325529361e+00 3.987201994000511007e-02 -2.719470961681626608e+00 4.906883980600095896e+00 -1.141644640896133378e+00 -3.998408267714105069e+00 -4.265425151016969174e+00 -6.991773514647467991e-01 3.027621054814327195e+00 -2.288706758760274962e+00 -2.248904738025880867e+00 -3.014897334065633316e+00 1.411761707340085437e+00
-2.232907061040901198e+00 2.137043060718641918e+00 -4.758451026656350002e+00 2.814739870996922022e+00 -1.126842411444275438e+00 4.287988410583308152e+00 4.669573029707288825e+00 -4.852330407352236641e+00 -3.540779715309347431e+00 -6.996056484604897818e-01 -2.357629038934318633e+00 -1.708976818178384427e+00 -4.638072192960370543e+00 -1.615825071627747356e+00 4.365370721161802692e+00 -1.597908406819462890e+00 -2.248006983570735251e+00 2.182546776167910707e+00 -7.924376202888305798e-01 -1.044141930617911829e+00
-4.933514673211619517e+00 -1.473709114593333869e+00 -1.130855943515244988e+00 2.586706501944005865e+00 -2.127238090355796807e+00 -2.877481147268210027e+00 -2.056066678768472045e+00 4.417260352995578288e+00 4.909253090273546505e+00 -1.731154503554195312e+00 4.786788783044038098e-02 2.885643371838205518e+00 -3.918758723971684788e-01 -3.237577745707215016e+00 4.801755713975548900e+00 5.597546575278089520e-01 -4.260038560259059359e+00 5.163891663054460679e-01 3.126501769953467402e+00 -4.512888335227274617e+00
4.961590629644517136e+00 -4.066581805746798395e+00 3.628630711266522368e+00 -4.466531813971437614e+00 -3.610664688640857545e+00 -4.038079776553953337e+00 -2.415300133142816996e+00 1.306534901152971884e+00 3.251754009296993431e+00 -2.810368419418071362e+00 -2.005285439272383563e+00 -2.136656705434975656e+00 1.858472950027612036e+00 -1.152303513077210351e+00 -3.563634938516697659e+00 2.775363598155880851e+00 -2.024142887232794230e+00 -3.009568398398049460e+00 2.789581812563727503e+00 -3.911260707474804477e+00
